id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10,9480189,K00941.03,Kepler-257 d,CONFIRMED,CANDIDATE,,,,,,24.66454,0.00011,-0.00011,189.0203,0.0013,-0.0013,0.84,0.11,-0.11,2.9456,,,2417,,,4.2,4.7,-4.7,498.0,,,,,,84.6,,,5058.0,103.0,-103.0,4.56,0.3,-0.3,0.75,0.82,-0.82,297.31598,46.023258,15.471
11,9512687,K00942.01,Kepler-735 b,CONFIRMED,CANDIDATE,,,,,,11.515093,4.7e-05,-4.7e-05,174.8597,0.0014,-0.0014,0.71,0.73,-0.73,2.0548,,,1370,,,2.7,1.2,-1.2,612.0,,,,,,66.2,,,5070.0,84.0,-84.0,4.66,0.3,-0.3,0.69,0.078,-0.078,284.68887,46.172249,15.386
12,9513865,K00943.01,Kepler-736 b,CONFIRMED,CANDIDATE,,,,,,3.601449,1.8e-05,-1.8e-05,171.9918,0.0015,-0.0015,0.24,0.99,-0.99,2.2486,,,830,,,2.1,1.1,-1.1,963.0,,,,,,58.0,,,5273.0,86.0,-86.0,4.63,0.3,-0.3,0.74,0.39,-0.39,285.39133,46.180939,15.733
13,9605514,K00945.02,Kepler-1666 c,CONFIRMED,CANDIDATE,,,,,,40.71652,0.00065,-0.00065,146.3595,0.0056,-0.0056,0.6,0.15,-0.15,7.0083,,,705,,,3.0,1.1,-1.1,585.0,,,,,,36.1,,,6317.0,119.0,-119.0,4.44,0.3,-0.3,1.07,0.4,-0.4,297.9516,46.264721,15.083
14,10118816,K01085.01,Kepler-1735 b,CONFIRMED,CANDIDATE,,,,,,7.71797,0.00014,-0.00014,139.1551,0.0066,-0.0066,0.84,0.63,-0.63,2.1016,,,307,,,1.06,0.31,-0.31,519.0,,,,,,15.1,,,4072.0,74.0,-74.0,4.74,0.3,-0.3,0.526,0.01,-0.01,281.05011,47.188148,15.233
15,10122255,K01086.01,Kepler-765 b,CONFIRMED,CANDIDATE,,,,,,27.66556,0.00045,-0.00045,144.8677,0.006,-0.006,0.51,0.18,-0.18,6.7058,,,439,,,2.27,0.93,-0.93,644.0,,,,,,44.3,,,6058.0,88.0,-88.0,4.41,0.3,-0.3,1.05,0.43,-0.43,283.1846,47.15567,14.609
16,3247268,K01089.02,Kepler-418 c,CONFIRMED,CANDIDATE,,,,,,12.218255,3.9e-05,-3.9e-05,140.3205,0.0011,-0.0011,0.885,0.1,-0.1,2.8912,,,1807,,,5.3,3.1,-3.1,860.0,,,,,,99.5,,,6166.0,123.0,-123.0,4.42,0.3,-0.3,1.06,0.63,-0.63,294.4335,38.35545,14.696
17,2721030,K01094.01,Kepler-766 b,CONFIRMED,CANDIDATE,,,,,,6.100295,6.6e-05,-6.6e-05,135.5846,0.0039,-0.0039,0.817,0.1,-0.1,5.0691,,,781,,,2.9,1.3,-1.3,975.0,,,,,,47.5,,,5938.0,136.0,-136.0,4.52,0.3,-0.3,0.91,0.4,-0.4,293.18454,37.969841,15.678
18,5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,,,,,,36.06595,0.00027,-0.00027,198.5819,0.0025,-0.0025,0.42,0.88,-0.88,4.3024,,,1666,,,2.61,0.47,-0.47,387.0,,,,,,60.4,,,4709.0,63.0,-63.0,4.64,0.3,-0.3,0.648,0.016,-0.016,292.91312,41.060921,15.389
19,5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,,,,,,4.1904091,5.7e-06,-5.7e-06,171.44155,0.00043,-0.00043,0.689,0.1,-0.1,2.9628,,,2876,,,5.9,2.6,-2.6,1186.0,,,,,,261.8,,,5956.0,144.0,-144.0,4.4,0.3,-0.3,1.04,0.45,-0.45,293.49661,41.137589,15.27
20,6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,,,,,,3.709884,1e-05,-1e-05,171.9856,0.00085,-0.00085,0.4,0.31,-0.31,3.0893,,,2053,,,3.6,1.0,-1.0,1028.0,,,,,,123.1,,,5526.0,92.0,-92.0,4.59,0.3,-0.3,0.8,0.23,-0.23,283.86441,41.346458,15.581
21,6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,,,,,,16.32986,0.00011,-0.00011,177.2907,0.0024,-0.0024,0.596,0.1,-0.1,6.0136,,,1187,,,3.5,1.4,-1.4,725.0,,,,,,82.2,,,5846.0,114.0,-114.0,4.44,0.3,-0.3,0.98,0.4,-0.4,288.51001,41.301769,15.447
22,6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,,,,,,27.807543,1.4e-05,-1.4e-05,186.71296,0.00018,-0.00018,0.7844,0.1,-0.1,4.1659,,,25583,,,16.2,5.9,-5.9,586.0,,,,,,947.4,,,5923.0,116.0,-116.0,4.53,0.3,-0.3,0.91,0.33,-0.33,296.88821,41.396091,15.482
23,6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,,,,,,80.87159,0.00045,-0.00045,203.8968,0.0019,-0.0019,0.632,0.1,-0.1,11.4216,,,3600,,,5.4,2.1,-2.1,391.0,,,,,,162.2,,,5738.0,91.0,-91.0,4.55,0.3,-0.3,0.86,0.33,-0.33,287.1543,41.565788,15.201
24,6276477,K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,,,,,,10.355459,7.2e-05,-7.2e-05,170.9322,0.0023,-0.0023,0.21,0.62,-0.62,3.227,,,753,,,2.4,1.5,-1.5,763.0,,,,,,57.1,,,5455.0,97.0,-97.0,4.47,0.3,-0.3,0.89,0.56,-0.56,288.9942,41.633282,15.018
25,6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,,,,,,10.5262937,6e-06,-6e-06,176.52178,0.00019,-0.00019,0.636,0.1,-0.1,2.5221,,,9870,,,8.4,5.3,-5.3,716.0,,,,,,569.4,,,5388.0,84.0,-84.0,4.55,0.3,-0.3,0.81,0.51,-0.51,293.87811,41.66177,15.305
26,6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,,,,,,4.5835184,6e-06,-6e-06,169.97343,0.00042,-0.00042,0.32,0.37,-0.37,2.716,,,3846,,,5.4,3.5,-3.5,1027.0,,,,,,258.8,,,5796.0,114.0,-114.0,4.55,0.3,-0.3,0.87,0.57,-0.57,299.18686,41.74268,15.287
27,9710326,K00947.01,Kepler-737 b,CONFIRMED,CANDIDATE,,,,,,28.59878,0.00019,-0.00019,189.9282,0.002,-0.002,0.894,0.1,-0.1,4.0377,,,1636,,,2.48,0.16,-0.16,326.0,,,,,,63.9,,,3979.0,200.0,-200.0,4.75,0.3,-0.3,0.513,0.025,-0.025,291.86285,46.42926,15.19
28,9761882,K00948.01,Kepler-738 b,CONFIRMED,CANDIDATE,,,,,,24.58719,0.00011,-0.00011,173.7038,0.003,-0.003,0.47,0.99,-0.99,3.9033,,,990,,,2.5,0.97,-0.97,538.0,,,,,,37.2,,,5493.0,73.0,-73.0,4.59,0.3,-0.3,0.79,0.14,-0.14,287.56967,46.56786,15.598
29,9766437,K00949.01,Kepler-739 b,CONFIRMED,CANDIDATE,,,,,,12.532507,7.2e-05,-7.2e-05,170.7639,0.002,-0.002,0.0247,0.1,-0.1,3.9195,,,1148,,,3.1,1.1,-1.1,781.0,,,,,,70.0,,,6000.0,100.0,-100.0,4.51,0.3,-0.3,0.93,0.32,-0.32,290.06799,46.57914,15.485
30,9775938,K00951.01,Kepler-258 b,CONFIRMED,CANDIDATE,,,,,,13.197244,3.8e-05,-3.8e-05,171.54397,0.00096,-0.00096,0.39,0.57,-0.57,3.4759,,,2110,,,3.1,3.5,-3.5,562.0,,,,,,109.8,,,4821.0,86.0,-86.0,4.62,0.3,-0.3,0.68,0.76,-0.76,294.06848,46.57933,15.223
31,9787239,K00952.05,Kepler-32 f,CONFIRMED,CANDIDATE,,,,,,0.742956,1.1e-05,-1.1e-05,133.2785,0.0014,-0.0014,0.69,0.37,-0.37,1.0739,,,238,,,0.86,0.1,-0.1,1137.0,,,,,,18.8,,,4061.0,200.0,-200.0,4.74,0.3,-0.3,0.524,0.029,-0.029,297.84241,46.574268,15.801
32,4180280,K00144.01,Kepler-472 b,CONFIRMED,CANDIDATE,,,,,,4.1762599,6.5e-06,-6.5e-06,133.08948,0.00053,-0.00053,0.596,0.1,-0.1,3.621,,,1363,,,3.03,0.13,-0.13,890.0,,,,,,272.1,,,4955.0,50.0,-50.0,4.57,0.1,-0.1,0.795,0.032,-0.032,296.52429,39.24976,13.698
33,2853093,K01099.01,Kepler-767 b,CONFIRMED,CANDIDATE,,,,,,161.5266,0.0012,-0.0012,198.0015,0.0022,-0.0022,0.0287,0.1,-0.1,3.6648,,,4721,,,6.1,1.8,-1.8,321.0,,,,,,58.4,,,5876.0,93.0,-93.0,4.54,0.3,-0.3,0.89,0.26,-0.26,291.57916,38.035831,15.435
34,3245969,K01101.01,Kepler-768 b,CONFIRMED,CANDIDATE,,,,,,2.84796,0.00011,-0.00011,134.818,0.011,-0.011,0.88,0.89,-0.89,1.0313,,,140,,,0.93,0.25,-0.25,933.0,,,,,,14.1,,,4931.0,80.0,-80.0,4.67,0.3,-0.3,0.663,0.024,-0.024,294.11566,38.393478,15.681
35,10271806,K00733.03,Kepler-224 b,CONFIRMED,CANDIDATE,,,,,,3.132943,3e-05,-3e-05,135.6767,0.003,-0.003,0.11,0.49,-0.49,2.0506,,,460,,,1.52,0.34,-0.34,990.0,,,,,,32.3,,,5210.0,70.0,-70.0,4.64,0.3,-0.3,0.72,0.15,-0.15,290.9343,47.357601,15.644
36,10272442,K00734.01,Kepler-657 b,CONFIRMED,CANDIDATE,,,,,,24.54362,0.00016,-0.00016,187.9161,0.0029,-0.0029,0.788,0.1,-0.1,7.7978,,,1099,,,3.4,1.1,-1.1,618.0,,,,,,68.3,,,5963.0,98.0,-98.0,4.52,0.3,-0.3,0.92,0.29,-0.29,291.1973,47.3078,15.344
37,10340423,K00736.02,Kepler-225 b,CONFIRMED,CANDIDATE,,,,,,6.739001,8.7e-05,-8.7e-05,135.279,0.0047,-0.0047,0.0294,0.1,-0.1,3.0304,,,659,,,1.38,0.05,-0.05,586.0,,,,,,26.8,,,4304.0,63.0,-63.0,4.71,0.3,-0.3,0.563,0.012,-0.012,292.19397,47.457088,15.962
38,6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,,,,,,3.761849,3.3e-05,-3.3e-05,171.9024,0.0027,-0.0027,0.59,0.32,-0.32,3.1053,,,513,,,2.1,1.2,-1.2,1102.0,,,,,,36.2,,,5577.0,107.0,-107.0,4.47,0.3,-0.3,0.9,0.51,-0.51,283.31638,41.83712,15.257
39,6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,,,,,,14.49672,0.00018,-0.00018,143.4106,0.0049,-0.0049,0.0249,0.1,-0.1,3.354,,,571,,,1.6,1.3,-1.3,572.0,,,,,,31.3,,,4951.0,79.0,-79.0,4.59,0.3,-0.3,0.71,0.56,-0.56,286.5657,41.808399,15.376
40,6435936,K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,,,,,,56.05628,0.00085,-0.00085,201.1631,0.0044,-0.0044,0.66,0.82,-0.82,4.6978,,,1692,,,2.18,0.95,-0.95,253.0,,,,,,32.0,,,3893.0,200.0,-200.0,4.75,0.3,-0.3,0.503,0.025,-0.025,289.50848,41.812119,15.849
41,6522242,K00855.01,Kepler-706 b,CONFIRMED,CANDIDATE,,,,,,41.4083,2.2e-05,-2.2e-05,195.78681,0.00017,-0.00017,0.0,0.32,-0.32,4.9205,,,22982,,,12.2,5.8,-5.8,466.0,,,,,,1109.8,,,5579.0,86.0,-86.0,4.57,0.3,-0.3,0.82,0.39,-0.39,291.76041,41.944069,15.196
42,6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,,,,,,5.71543,2.4e-05,-2.4e-05,174.8785,0.0013,-0.0013,0.0198,0.1,-0.1,2.5421,,,892,,,2.06,0.95,-0.95,791.0,,,,,,68.2,,,5115.0,97.0,-97.0,4.63,0.3,-0.3,0.71,0.33,-0.33,285.11047,42.033958,15.086
43,9820483,K00953.01,Kepler-740 b,CONFIRMED,CANDIDATE,,,,,,3.5840842,7.3e-06,-7.3e-06,170.42853,0.00065,-0.00065,0.66,0.18,-0.18,2.8503,,,2678,,,4.5,4.3,-4.3,1077.0,,,,,,184.5,,,5669.0,128.0,-128.0,4.57,0.3,-0.3,0.83,0.79,-0.79,286.48227,46.692451,15.954
44,9823457,K00954.02,Kepler-259 c,CONFIRMED,CANDIDATE,,,,,,36.92564,0.00042,-0.00042,174.2181,0.004,-0.004,0.76,0.3,-0.3,4.9031,,,945,,,3.1,1.2,-1.2,535.0,,,,,,40.1,,,5931.0,96.0,-96.0,4.53,0.3,-0.3,0.91,0.34,-0.34,288.21194,46.615002,15.219
45,9825625,K00955.01,Kepler-741 b,CONFIRMED,CANDIDATE,,,,,,7.039078,5.3e-05,-5.3e-05,175.7282,0.0026,-0.0026,0.862,0.1,-0.1,4.17,,,521,,,2.8,1.0,-1.0,1057.0,,,,,,56.0,,,6330.0,110.0,-110.0,4.44,0.3,-0.3,1.07,0.38,-0.38,289.4317,46.617531,15.067
46,9875711,K00956.01,Kepler-742 b,CONFIRMED,CANDIDATE,,,,,,8.360847,2e-05,-2e-05,175.64499,0.0008,-0.0008,0.75,0.25,-0.25,2.8178,,,2122,,,3.17,0.31,-0.31,611.0,,,,,,134.6,,,4628.0,73.0,-73.0,4.66,0.3,-0.3,0.628,0.017,-0.017,283.86603,46.789589,15.223
47,3231341,K01102.04,Kepler-24 d,CONFIRMED,CANDIDATE,,,,,,4.244363,6.4e-05,-6.4e-05,137.0682,0.0064,-0.0064,0.899,0.1,-0.1,3.1626,,,163,,,1.7,1.1,-1.1,1237.0,,,,,,20.2,,,6043.0,115.0,-115.0,4.35,0.3,-0.3,1.12,0.75,-0.75,290.41327,38.34375,14.925
48,3240158,K01106.02,Kepler-769 c,CONFIRMED,CANDIDATE,,,,,,15.98467,0.0002,-0.0002,137.6611,0.0059,-0.0059,0.63,0.11,-0.11,5.2164,,,425,,,2.2,1.1,-1.1,773.0,,,,,,13.4,,,6215.0,107.0,-107.0,4.47,0.3,-0.3,1.02,0.53,-0.53,292.7131,38.358212,14.818
49,3218908,K01108.02,Kepler-770 c,CONFIRMED,CANDIDATE,,,,,,1.475316,1.3e-05,-1.3e-05,131.8356,0.0025,-0.0025,0.58,0.16,-0.16,2.3363,,,145,,,1.01,0.46,-0.46,1390.0,,,,,,23.2,,,5552.0,71.0,-71.0,4.58,0.3,-0.3,0.81,0.37,-0.37,286.49042,38.374908,14.604
50,10386984,K00739.01,Kepler-658 b,CONFIRMED,CANDIDATE,,,,,,1.2870749,5.6e-06,-5.6e-06,169.81557,0.00081,-0.00081,0.52,0.44,-0.44,1.5217,,,742,,,1.48,0.14,-0.14,975.0,,,,,,69.3,,,4153.0,80.0,-80.0,4.73,0.3,-0.3,0.538,0.012,-0.012,282.9838,47.57859,15.488
51,10395381,K00740.01,Kepler-659 b,CONFIRMED,CANDIDATE,,,,,,17.67168,0.00017,-0.00017,186.3707,0.0032,-0.0032,0.8,0.74,-0.74,3.43,,,866,,,2.21,0.65,-0.65,509.0,,,,,,40.2,,,4858.0,66.0,-66.0,4.64,0.3,-0.3,0.671,0.019,-0.019,287.60818,47.509682,15.556
52,3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,,,,,,24.99334,0.00019,-0.00019,138.68,0.0028,-0.0028,0.762,0.1,-0.1,5.9672,,,275,,,1.69,0.7,-0.7,616.0,,,,,,66.0,,,5906.0,66.0,-66.0,4.5,0.3,-0.3,0.93,0.38,-0.38,287.36279,38.649601,12.377
53,6685526,K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,,,,,,2.237492,1.9e-05,-1.9e-05,170.8168,0.0024,-0.0024,0.961,0.1,-0.1,2.6194,,,323,,,1.79,0.97,-0.97,1116.0,,,,,,36.7,,,5215.0,81.0,-81.0,4.62,0.3,-0.3,0.73,0.39,-0.39,290.00757,42.116459,15.001
54,6784235,K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,,,,,,3.167876,2e-05,-2e-05,172.1484,0.0019,-0.0019,0.72,0.47,-0.47,2.2565,,,772,,,2.7,1.1,-1.1,1192.0,,,,,,72.9,,,5859.0,114.0,-114.0,4.53,0.3,-0.3,0.89,0.34,-0.34,293.81647,42.212502,15.533
55,6849310,K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,,,,,,9.767316,8.9e-05,-8.9e-05,186.5798,0.003,-0.003,0.933,0.1,-0.1,1.5097,,,638,,,2.6,1.3,-1.3,745.0,,,,,,23.7,,,5553.0,92.0,-92.0,4.58,0.3,-0.3,0.81,0.39,-0.39,287.24268,42.301369,15.604
56,6863998,K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,,,,,,16.085351,7.1e-05,-7.1e-05,180.2782,0.0015,-0.0015,0.71,0.44,-0.44,3.6974,,,1481,,,3.3,1.4,-1.4,604.0,,,,,,85.5,,,5192.0,97.0,-97.0,4.53,0.3,-0.3,0.79,0.31,-0.31,292.10519,42.380322,15.219
57,7778437,K00131.01,Kepler-471 b,CONFIRMED,CANDIDATE,,,,,,5.0142325,2.1e-06,-2.1e-06,133.17363,0.00014,-0.00014,0.028,0.1,-0.1,4.599,,,6361,,,9.0,3.2,-3.2,1225.0,,,,,,1257.7,,,6411.0,124.0,-124.0,4.4,0.3,-0.3,1.13,0.4,-0.4,299.09753,43.497589,13.797
58,2837111,K01110.01,Kepler-771 b,CONFIRMED,CANDIDATE,,,,,,8.73477,0.00015,-0.00015,135.0856,0.0063,-0.0063,0.02,0.67,-0.67,4.4921,,,279,,,1.62,0.9,-0.9,876.0,,,,,,25.7,,,5945.0,110.0,-110.0,4.51,0.3,-0.3,0.93,0.51,-0.51,287.44409,38.088428,14.794
59,3109930,K01112.01,Kepler-1736 b,CONFIRMED,CANDIDATE,,,,,,37.81062,0.00086,-0.00086,158.3493,0.0079,-0.0079,0.423,0.1,-0.1,8.9077,,,438,,,2.14,0.93,-0.93,569.0,,,,,,146.1,,,6099.0,101.0,-101.0,4.46,0.3,-0.3,1.01,0.44,-0.44,289.7767,38.26228,14.633
60,2854914,K01113.02,Kepler-268 c,CONFIRMED,CANDIDATE,,,,,,83.4421,0.0018,-0.0018,158.6965,0.0077,-0.0077,0.944,0.1,-0.1,8.0853,,,513,,,3.1,1.2,-1.2,474.0,,,,,,36.1,,,6314.0,115.0,-115.0,4.39,0.3,-0.3,1.13,0.43,-0.43,291.97617,38.05508,13.703
61,3116412,K01115.01,Kepler-772 b,CONFIRMED,CANDIDATE,,,,,,12.99178,0.00019,-0.00019,136.3237,0.0055,-0.0055,0.74,0.1,-0.1,6.1004,,,260,,,2.13,0.75,-0.75,857.0,,,,,,40.0,,,5685.0,96.0,-96.0,4.22,0.3,-0.3,1.23,0.43,-0.43,291.42358,38.216591,13.974
62,10526549,K00746.01,Kepler-660 b,CONFIRMED,CANDIDATE,,,,,,9.273827,3.9e-05,-3.9e-05,173.2491,0.0014,-0.0014,0.69,0.38,-0.38,3.3921,,,1292,,,2.64,0.3,-0.3,643.0,,,,,,91.4,,,4871.0,65.0,-65.0,4.61,0.3,-0.3,0.69,0.019,-0.019,288.13824,47.724449,15.302
63,10583066,K00747.01,Kepler-661 b,CONFIRMED,CANDIDATE,,,,,,6.029272,2e-05,-2e-05,171.6037,0.0011,-0.0011,0.89,0.15,-0.15,1.745,,,1908,,,3.2,0.37,-0.37,648.0,,,,,,73.5,,,4473.0,63.0,-63.0,4.69,0.3,-0.3,0.594,0.013,-0.013,283.71088,47.86327,15.784
64,10601284,K00749.02,Kepler-226 b,CONFIRMED,CANDIDATE,,,,,,3.941046,4.1e-05,-4.1e-05,136.0879,0.0035,-0.0035,0.65,0.28,-0.28,2.4849,,,385,,,1.66,0.46,-0.46,1015.0,,,,,,30.9,,,5559.0,88.0,-88.0,4.58,0.3,-0.3,0.81,0.22,-0.22,292.37613,47.880989,15.416
65,10662202,K00750.01,Kepler-662 b,CONFIRMED,CANDIDATE,,,,,,21.6769,0.00019,-0.00019,171.5365,0.0031,-0.0031,0.895,0.1,-0.1,3.4269,,,879,,,2.5,0.29,-0.29,486.0,,,,,,39.5,,,4900.0,67.0,-67.0,4.62,0.3,-0.3,0.687,0.019,-0.019,290.46512,47.92918,15.377
66,10682541,K00751.01,Kepler-663 b,CONFIRMED,CANDIDATE,,,,,,4.996777,4.6e-05,-4.6e-05,171.741,0.0028,-0.0028,0.49,0.97,-0.97,2.0364,,,931,,,2.4,1.4,-1.4,893.0,,,,,,34.6,,,5249.0,108.0,-108.0,4.55,0.3,-0.3,0.79,0.34,-0.34,297.80826,47.946671,15.861
67,9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,,,,,,49.18431,0.00013,-0.00013,141.90956,0.00092,-0.00092,0.5544,0.1,-0.1,11.4739,,,1590,,,3.9,2.6,-2.6,480.0,,,,,,314.2,,,5632.0,135.0,-135.0,4.44,0.3,-0.3,0.94,0.64,-0.64,294.55917,46.062328,12.654
68,6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,,,,,,36.28011,0.00034,-0.00034,201.2655,0.0031,-0.0031,0.42,0.48,-0.48,4.9242,,,1529,,,3.1,1.6,-1.6,465.0,,,,,,52.4,,,5215.0,93.0,-93.0,4.52,0.3,-0.3,0.8,0.4,-0.4,291.63898,42.436321,15.599
69,7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,,,,,,4.347326,2.9e-05,-2.9e-05,172.2295,0.002,-0.002,0.69,0.29,-0.29,2.2408,,,462,,,1.94,0.75,-0.75,1029.0,,,,,,42.5,,,5725.0,82.0,-82.0,4.56,0.3,-0.3,0.85,0.32,-0.32,291.96417,42.69614,15.024
70,8346392,K01141.01,Kepler-777 b,CONFIRMED,CANDIDATE,,,,,,5.728256,6.6e-05,-6.6e-05,135.1718,0.0041,-0.0041,0.83,0.6,-0.6,2.0789,,,663,,,1.58,0.41,-0.41,588.0,,,,,,22.2,,,4149.0,77.0,-77.0,4.73,0.3,-0.3,0.537,0.011,-0.011,282.72406,44.34647,15.95
71,8288947,K01142.01,Kepler-778 b,CONFIRMED,CANDIDATE,,,,,,3.75577,3.8e-05,-3.8e-05,133.4295,0.0034,-0.0034,0.72,0.42,-0.42,2.2714,,,445,,,1.7,1.2,-1.2,943.0,,,,,,30.6,,,5278.0,94.0,-94.0,4.62,0.3,-0.3,0.74,0.51,-0.51,287.47742,44.237511,15.764
72,10797460,K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,,,,,,54.41759,0.00093,-0.00093,162.5179,0.0058,-0.0058,0.66,0.36,-0.36,4.6085,,,875,,,3.1,1.5,-1.5,483.0,,,,,,28.7,,,5763.0,130.0,-130.0,4.41,0.3,-0.3,0.99,0.47,-0.47,291.93423,48.141651,15.347
73,10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,,,,,,3.709191,2.5e-05,-2.5e-05,133.9857,0.0022,-0.0022,0.595,0.1,-0.1,2.6782,,,136,,,1.2,0.08,-0.08,1185.0,,,,,,56.0,,,5853.0,50.0,-50.0,4.46,0.1,-0.1,0.991,0.063,-0.063,295.64871,48.49556,12.772
74,10854555,K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,,,,,,2.525612,1.3e-05,-1.3e-05,171.5919,0.0015,-0.0015,0.75,0.44,-0.44,1.648,,,668,,,2.8,1.3,-1.3,1382.0,,,,,,49.1,,,5953.0,119.0,-119.0,4.44,0.3,-0.3,1.0,0.44,-0.44,288.75488,48.2262,15.509
75,10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,,,,,,2.566575,6.5e-05,-6.5e-05,179.5611,0.0066,-0.0066,0.876,0.1,-0.1,2.5026,,,204,,,1.56,0.72,-0.72,1336.0,,,,,,17.5,,,6014.0,138.0,-138.0,4.51,0.3,-0.3,0.94,0.43,-0.43,296.28613,48.22467,15.714
76,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,,,,,,4.601836,1.9e-05,-1.9e-05,169.9783,0.0013,-0.0013,0.67,0.32,-0.32,2.2357,,,730,,,2.2,1.1,-1.1,890.0,,,,,,73.8,,,5122.0,78.0,-78.0,4.55,0.3,-0.3,0.76,0.37,-0.37,296.48343,42.663429,15.024
77,7135852,K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,,,,,,4.220959,8.5e-06,-8.5e-06,170.62188,0.00063,-0.00063,0.6,0.19,-0.19,3.0104,,,2261,,,2.77,0.11,-0.11,691.0,,,,,,179.0,,,4389.0,61.0,-61.0,4.74,0.3,-0.3,0.56,0.011,-0.011,296.69394,42.62611,15.692
78,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,,,,,,20.83798,0.00027,-0.00027,132.0775,0.0064,-0.0064,0.921,0.1,-0.1,2.6086,,,335,,,1.39,0.13,-0.13,427.0,,,,,,15.2,,,4500.0,100.0,-100.0,4.7,0.2,-0.2,0.594,0.025,-0.025,293.63696,42.82497,15.019
79,7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,,,,,,23.58906,0.00023,-0.00023,173.8198,0.0033,-0.0033,0.908,0.1,-0.1,4.879,,,1176,,,3.0,4.0,-4.0,480.0,,,,,,52.3,,,4922.0,72.0,-72.0,4.6,0.3,-0.3,0.7,0.93,-0.93,297.46002,42.83992,15.316
80,1161345,K00984.01,Kepler-1973 b,CONFIRMED,CANDIDATE,,,,,,4.2873775,4.6e-06,-4.6e-06,262.06411,0.00027,-0.00027,0.69,0.37,-0.37,1.548,,,1071,,,3.19,0.31,-0.31,1023.0,,,,,,159.8,,,5515.0,50.0,-50.0,4.51,0.1,-0.1,0.92,0.03,-0.03,291.0488,36.839882,11.631
81,2854698,K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,,,,,,8.18746,4.9e-05,-4.9e-05,260.8668,0.0017,-0.0017,0.34,0.45,-0.45,3.0823,,,524,,,2.04,0.9,-0.9,791.0,,,,,,61.7,,,5250.0,250.0,-250.0,4.49,0.2,-0.2,0.9,0.39,-0.39,291.92596,38.014118,14.138
82,7295235,K00987.01,Kepler-743 b,CONFIRMED,CANDIDATE,,,,,,3.179262,1.2e-05,-1.2e-05,261.84124,0.00085,-0.00085,0.41,0.74,-0.74,1.006,,,194,,,1.28,0.43,-0.43,1143.0,,,,,,62.9,,,5542.0,50.0,-50.0,4.5,0.1,-0.1,0.917,0.051,-0.051,295.57416,42.806438,12.55
83,2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,,,,,,10.381209,4e-05,-4e-05,268.0236,0.001,-0.001,0.0245,0.1,-0.1,2.8096,,,802,,,2.21,0.1,-0.1,690.0,,,,,,114.1,,,5218.0,58.0,-58.0,4.58,0.1,-0.1,0.799,0.033,-0.033,291.36478,37.609169,13.562
