,id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
76,490,8256049,K00909.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,16.371917,1.3e-05,-1.3e-05,172.7611,0.00053,-0.00053,1.23,0.77,-0.77,2.9247,,,8288,,,20.5,9.7,-9.7,426.0,,,,,,229.8,,,4224.0,65.0,-65.0,4.72,0.3,-0.3,0.549,0.011,-0.011,298.67862,44.175499,15.654
77,499,6066403,K01045.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.3038632,1.4e-06,-1.4e-06,134.21028,0.0007,-0.0007,0.013,0.1,-0.1,2.9007,,,503,,,2.0,1.0,-1.0,1612.0,,,,,,142.8,,,5763.0,78.0,-78.0,4.48,0.3,-0.3,0.93,0.35,-0.35,298.13589,41.332062,13.555
78,503,5876368,K01049.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.52542651,5.4e-07,-5.4e-07,133.18698,0.00048,-0.00048,0.03,0.1,-0.1,1.1461,,,356,,,1.62,0.8,-0.8,2108.0,,,,,,73.0,,,5821.0,78.0,-78.0,4.54,0.3,-0.3,0.88,0.21,-0.21,291.82181,41.11269,14.797
79,509,11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.7478395,2.8e-06,-2.8e-06,171.6641,0.00049,-0.00049,0.031,0.1,-0.1,3.6646,,,764,,,2.11,0.72,-0.72,1011.0,,,,,,219.1,,,5478.0,80.0,-80.0,4.59,0.3,-0.3,0.79,0.24,-0.24,291.06152,50.265129,13.496
80,524,8655354,K00917.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.719698,1.8e-05,-1.8e-05,173.3565,0.0018,-0.0018,0.96,0.14,-0.14,2.3639,,,997,,,4.2,2.2,-2.2,982.0,,,,,,48.5,,,6006.0,121.0,-121.0,4.49,0.3,-0.3,0.96,0.51,-0.51,301.04956,44.706299,15.172
82,535,6032981,K01054.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.32303,0.00011,-0.00011,134.416,0.011,-0.011,0.39,0.43,-0.43,4.11,,,124,,,18.5,1.8,-1.8,3780.0,,,,,,11.1,,,5235.0,50.0,-50.0,2.46,0.1,-0.1,16.61,0.42,-0.42,288.68259,41.30732,11.899
83,536,5866099,K01055.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,36.977224,6.6e-05,-6.6e-05,133.6226,0.0013,-0.0013,1.06,0.81,-0.81,5.9387,,,1272,,,17.3,9.9,-9.9,631.0,,,,,,158.9,,,5570.0,84.0,-84.0,4.11,0.3,-0.3,1.39,0.47,-0.47,288.44287,41.17218,13.698
84,538,6066416,K01057.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.30386393,9.8e-07,-9.8e-07,134.20966,0.00048,-0.00048,0.1,0.5,-0.5,2.9454,,,176,,,2.5,1.1,-1.1,2549.0,,,,,,183.9,,,6806.0,93.0,-93.0,4.03,0.3,-0.3,1.95,0.8,-0.8,298.13794,41.334358,11.558
85,552,5077629,K00822.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.9193704,5.6e-06,-5.6e-06,172.18011,0.00025,-0.00025,0.723,0.1,-0.1,3.2647,,,15146,,,11.3,4.6,-4.6,840.0,,,,,,489.4,,,5729.0,93.0,-93.0,4.56,0.3,-0.3,0.85,0.35,-0.35,283.53845,40.217999,15.805
86,564,9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.0447784,3.3e-06,-3.3e-06,172.01896,0.00074,-0.00074,0.025,0.1,-0.1,6.8073,,,1798,,,3.3,1.8,-1.8,1101.0,,,,,,239.4,,,5559.0,84.0,-84.0,4.58,0.3,-0.3,0.81,0.28,-0.28,293.68494,45.51683,15.621
87,573,5130369,K00140.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,19.978478,4.2e-05,-4.2e-05,137.1757,0.0014,-0.0014,0.914,0.1,-0.1,8.7491,,,1499,,,8.9,4.8,-4.8,1339.0,,,,,,212.3,,,9628.0,200.0,-200.0,4.23,0.3,-0.3,1.84,0.99,-0.99,299.15353,40.286961,13.849
88,576,8264070,K01068.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.8974251,6e-06,-6e-06,450.7579,0.0012,-0.0012,0.97,0.17,-0.17,3.1872,,,1441,,,17.0,2.7,-2.7,2109.0,,,,,,105.2,,,5718.0,200.0,-200.0,3.6,0.3,-0.3,3.08,0.3,-0.3,300.867,44.14529,15.036
89,583,5283542,K00827.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.975807,3.6e-05,-3.6e-05,174.7759,0.002,-0.002,0.901,0.1,-0.1,2.7555,,,870,,,3.4,1.6,-1.6,1031.0,,,,,,52.4,,,6091.0,135.0,-135.0,4.49,0.3,-0.3,0.97,0.45,-0.45,294.22397,40.417858,15.546
90,590,9166870,K00932.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.8556,4.3e-06,-4.3e-06,170.67875,0.00076,-0.00076,0.08,0.81,-0.81,2.9669,,,1206,,,3.0,1.4,-1.4,1107.0,,,,,,122.4,,,5853.0,118.0,-118.0,4.54,0.3,-0.3,0.88,0.26,-0.26,296.39542,45.56992,15.054
91,605,8244190,K01071.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.0920693,1.9e-06,-1.9e-06,133.1925,0.001,-0.001,0.08,0.96,-0.96,1.7717,,,224,,,1.2,0.73,-0.73,1586.0,,,,,,51.1,,,5597.0,93.0,-93.0,4.57,0.3,-0.3,0.82,0.45,-0.45,295.51108,44.109261,14.495
92,608,8262210,K01073.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.6130154,6e-06,-6e-06,178.5219,0.0023,-0.0023,0.023,0.1,-0.1,3.0781,,,158,,,0.99,,,1251.0,,,,,,31.3,,,4980.0,,,4.498,,,0.811,,,300.32898,44.151119,13.945
93,612,10268907,K01077.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.1039682,8.6e-06,-8.6e-06,354.5823,0.0011,-0.0011,0.23,0.93,-0.93,0.9771,,,313,,,1.22,0.67,-0.67,1345.0,,,,,,22.4,,,5209.0,200.0,-200.0,4.73,0.3,-0.3,0.69,0.3,-0.3,289.71466,47.34222,15.732
94,632,9842890,K01479.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.98824,0.0001,-0.0001,358.2289,0.0046,-0.0046,0.643,0.1,-0.1,7.7387,,,607,,,2.17,0.77,-0.77,938.0,,,,,,58.8,,,5583.0,200.0,-200.0,4.6,0.3,-0.3,0.84,0.3,-0.3,296.43814,46.61536,15.752
95,640,5009189,K01605.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.939136,1.4e-05,-1.4e-05,135.0498,0.0021,-0.0021,1.02,0.63,-0.63,1.2826,,,351,,,6.0,4.2,-4.2,1157.0,,,,,,27.4,,,5895.0,123.0,-123.0,4.33,0.3,-0.3,1.11,0.55,-0.55,291.23883,40.163509,14.832
96,650,3542588,K01217.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.471412,1.5e-05,-1.5e-05,133.7443,0.0028,-0.0028,0.03,0.15,-0.15,3.7219,,,114,,,1.1,0.67,-0.67,1331.0,,,,,,34.3,,,6322.0,92.0,-92.0,4.44,0.3,-0.3,1.07,0.41,-0.41,290.86142,38.641129,13.599
97,652,3440861,K01219.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.50376,0.00014,-0.00014,134.683,0.013,-0.013,0.56,0.36,-0.36,3.164,,,63,,,0.62,0.28,-0.28,974.0,,,,,,4.7,,,5115.0,74.0,-74.0,4.55,0.3,-0.3,0.76,0.34,-0.34,290.66681,38.568329,14.463
98,659,7220322,K01350.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.75216031,1e-07,-1e-07,134.046,9e-05,-9e-05,0.919,0.1,-0.1,1.6577,,,5516,,,8.92,,,1905.0,,,,,,450.6,,,5718.0,,,4.474,,,0.913,,,297.10837,42.751663,11.884
99,661,6956233,K01352.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.8188665,9.4e-06,-9.4e-06,358.1629,0.0011,-0.0011,0.9,0.12,-0.12,5.1321,,,2794,,,4.5,1.9,-1.9,783.0,,,,,,187.0,,,4847.0,200.0,-200.0,4.67,0.3,-0.3,0.7,0.3,-0.3,294.09109,42.491459,15.932
100,664,6891543,K01354.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.7525598,1.4e-06,-1.4e-06,134.47439,0.00053,-0.00053,0.021,0.1,-0.1,3.9215,,,1010,,,2.9,1.8,-1.8,1483.0,,,,,,232.9,,,5680.0,105.0,-105.0,4.44,0.3,-0.3,0.95,0.41,-0.41,298.80545,42.39584,14.449
101,671,7812167,K01482.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,17.794009,8.9e-05,-8.9e-05,365.3457,0.0029,-0.0029,1.02,0.75,-0.75,3.0548,,,1177,,,8.8,4.7,-4.7,712.0,,,,,,45.9,,,6032.0,200.0,-200.0,4.49,0.3,-0.3,0.98,0.3,-0.3,288.02271,43.54821,15.378
102,674,9692345,K01485.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.6878956,1.1e-06,-1.1e-06,133.66325,0.00096,-0.00096,0.1,0.61,-0.61,2.4988,,,593,,,1.42,0.31,-0.31,1340.0,,,,,,74.4,,,4482.0,65.0,-65.0,4.68,0.3,-0.3,0.597,0.013,-0.013,282.17941,46.457169,15.657
103,677,12062667,K01487.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.929296,3.5e-06,-3.5e-06,133.71726,0.00084,-0.00084,0.009,0.1,-0.1,4.8631,,,469,,,2.9,2.3,-2.3,1656.0,,,,,,171.1,,,6654.0,86.0,-86.0,4.27,0.3,-0.3,1.37,0.89,-0.89,292.07269,50.54829,12.674
104,683,12644769,K01611.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,41.0775821,4.3e-06,-4.3e-06,173.73525,7e-05,-7e-05,0.585,0.1,-0.1,5.5284,,,138944,,,24.89,0.63,-0.63,350.0,,,,,,2640.6,,,4576.0,44.0,-44.0,4.69,0.1,-0.1,0.62,0.016,-0.016,289.07571,51.757439,11.762
105,686,10514429,K01614.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,20.71855,0.00039,-0.00039,143.3198,0.0071,-0.0071,0.924,0.1,-0.1,4.7662,,,181,,,2.17,0.3,-0.3,775.0,,,,,,25.8,,,5838.0,50.0,-50.0,4.19,0.1,-0.1,1.33,0.17,-0.17,281.27295,47.774399,11.413
106,690,6387969,K01617.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,135.908,0.0017,-0.0017,199.7497,0.0075,-0.0075,0.91,0.73,-0.73,1.8329,,,25,,,0.94,0.52,-0.52,403.0,,,,,,1.9,,,6210.0,63.0,-63.0,4.35,0.3,-0.3,1.15,0.44,-0.44,298.20071,41.72921,11.579
107,693,6468337,K01620.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.9598524,1.4e-06,-1.4e-06,131.85093,0.00077,-0.00077,0.021,0.1,-0.1,2.0665,,,60,,,0.74,,,1844.0,,,,,,56.9,,,5845.0,,,4.446,,,0.972,,,298.55786,41.82563,11.787
108,696,4060815,K01222.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.28553,0.00014,-0.00014,134.498,0.012,-0.012,0.7,0.28,-0.28,3.2702,,,43,,,1.97,0.31,-0.31,1583.0,,,,,,10.2,,,5140.0,50.0,-50.0,3.67,0.1,-0.1,2.78,0.34,-0.34,292.4968,39.193169,12.203
109,706,6462874,K01231.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,22.342931,7.8e-05,-7.8e-05,155.0852,0.0016,-0.0016,0.42,0.11,-0.11,6.7474,,,3038,,,3.08,0.09,-0.09,397.0,,,,,,123.1,,,4326.0,63.0,-63.0,4.71,0.3,-0.3,0.566,0.012,-0.012,297.33563,41.89048,15.719
110,719,9602514,K01490.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.5565259,8.5e-06,-8.5e-06,133.5168,0.0017,-0.0017,0.016,0.1,-0.1,8.3755,,,383,,,4.2,2.1,-2.1,1532.0,,,,,,122.6,,,4881.0,72.0,-72.0,3.71,0.3,-0.3,2.23,0.6,-0.6,297.12186,46.221909,14.118
111,721,12108312,K01492.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.7054477,1.6e-06,-1.6e-06,133.80677,0.00037,-0.00037,1.2245,0.1,-0.1,2.584,,,483,,,22.9,9.2,-9.2,1904.0,,,,,,125.8,,,5725.0,89.0,-89.0,4.56,0.3,-0.3,0.85,0.34,-0.34,289.95078,50.657249,14.351
112,722,9842906,K01493.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.9887,0.00013,-0.00013,358.2252,0.0059,-0.0059,0.763,0.1,-0.1,8.3797,,,343,,,1.84,0.61,-0.61,1073.0,,,,,,49.5,,,6179.0,200.0,-200.0,4.55,0.3,-0.3,0.91,0.3,-0.3,296.4418,46.616711,15.447
113,728,8323753,K00175.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.714263,1e-05,-1e-05,134.3146,0.0011,-0.0011,0.01,0.1,-0.1,2.8502,,,417,,,2.6,1.7,-1.7,1135.0,,,,,,81.6,,,6078.0,95.0,-95.0,4.25,0.3,-0.3,1.27,0.63,-0.63,299.07813,44.293789,13.488
114,732,11392618,K01623.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,110.92154,0.0005,-0.0005,174.2257,0.003,-0.003,0.91,0.34,-0.34,4.9151,,,442,,,2.3,0.88,-0.88,363.0,,,,,,46.4,,,5791.0,60.0,-60.0,4.51,0.3,-0.3,0.9,0.34,-0.34,285.90607,49.287521,12.037
115,733,6233890,K01624.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.9954151,5.4e-06,-5.4e-06,132.7777,0.0012,-0.0012,1.3165,0.1,-0.1,6.1241,,,493,,,160.0,21.0,-21.0,2508.0,,,,,,170.6,,,6090.0,163.0,-163.0,3.42,0.3,-0.3,4.36,0.57,-0.57,299.12851,41.58754,13.173
116,735,6312314,K01625.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.221198,3.8e-06,-3.8e-06,133.6119,0.0019,-0.0019,0.56,0.86,-0.86,1.8688,,,116,,,1.17,0.63,-0.63,1806.0,,,,,,27.0,,,5908.0,99.0,,4.38,0.3,-0.3,1.06,0.49,-0.49,298.84198,41.631531,14.135
117,742,9084778,K01631.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.59224443,1.7e-07,-1.7e-07,131.6536,0.00015,-0.00015,0.93,0.16,-0.16,1.0979,,,4127,,,6.5,5.4,-5.4,1755.0,,,,,,341.0,,,5053.0,77.0,-77.0,4.56,0.3,-0.3,0.74,0.61,-0.61,290.28094,45.46426,15.653
118,748,6546528,K01235.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.0535601,5.9e-06,-5.9e-06,133.8811,0.0013,-0.0013,0.08,0.86,-0.86,2.446,,,466,,,1.8,0.99,-0.99,1158.0,,,,,,63.1,,,5750.0,80.0,-80.0,4.56,0.3,-0.3,0.85,0.29,-0.29,298.13525,41.95105,14.598
119,753,6531491,K01237.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,14.324336,3.9e-05,-3.9e-05,364.3847,0.0016,-0.0016,0.013,0.1,-0.1,3.5975,,,1737,,,3.8,1.8,-1.8,717.0,,,,,,67.9,,,5752.0,200.0,-200.0,4.51,0.3,-0.3,0.94,0.3,-0.3,294.58929,41.944382,15.609
120,764,7174351,K01365.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.4870837,4.8e-06,-4.8e-06,133.9777,0.002,-0.002,0.48,0.79,-0.79,1.2623,,,345,,,1.57,0.81,-0.81,1405.0,,,,,,19.8,,,5583.0,89.0,-89.0,4.58,0.3,-0.3,0.81,0.3,-0.3,281.43735,42.725269,15.52
121,771,9719634,K01500.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.3515682,7.2e-06,-7.2e-06,134.2805,0.0015,-0.0015,0.66,0.71,-0.71,2.4559,,,473,,,1.7,1.1,-1.1,976.0,,,,,,55.7,,,5088.0,95.0,-95.0,4.55,0.3,-0.3,0.76,0.43,-0.43,295.52521,46.459431,14.815
122,773,12061238,K01502.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.876402,1.6e-05,-1.6e-05,133.1285,0.0024,-0.0024,0.97,0.11,-0.11,2.3778,,,436,,,2.1,1.4,-1.4,1154.0,,,,,,45.8,,,5175.0,98.0,-98.0,4.64,0.3,-0.3,0.71,0.39,-0.39,291.23114,50.56702,15.202
123,775,9641018,K01504.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.178155,2.3e-06,-2.3e-06,134.2018,0.0007,-0.0007,0.18,0.5,-0.5,2.5317,,,430,,,1.9,1.7,-1.7,1426.0,,,,,,106.2,,,5994.0,86.0,-86.0,4.48,0.3,-0.3,0.96,0.84,-0.84,288.01486,46.348949,14.07
124,781,10357040,K01634.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,46.8823,0.00083,-0.00083,174.904,0.013,-0.013,0.35,0.84,-0.84,2.1676,,,298,,,1.63,0.96,-0.96,509.0,,,,,,5.6,,,6034.0,104.0,-104.0,4.51,0.3,-0.3,0.95,0.35,-0.35,297.89221,47.498089,15.256
125,782,10487119,K01635.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.37468528,3.8e-07,-3.8e-07,131.76909,8e-05,-8e-05,1.22,0.65,-0.65,3.8253,,,78800,,,54.0,32.0,-32.0,1085.0,,,,,,2731.5,,,5620.0,153.0,-153.0,4.57,0.3,-0.3,0.82,0.3,-0.3,297.66129,47.62394,15.746
126,783,10621666,K01636.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.618349,4.6e-05,-4.6e-05,136.6665,0.005,-0.005,0.76,0.1,-0.1,3.2334,,,158,,,1.26,0.48,-0.48,1307.0,,,,,,28.3,,,5953.0,96.0,-96.0,4.52,0.3,-0.3,0.92,0.35,-0.35,299.06693,47.895191,14.598
127,785,10747439,K01638.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.5935928,3.4e-06,-3.4e-06,134.88892,0.00051,-0.00051,0.44,0.65,-0.65,1.9648,,,1333,,,3.6,2.5,-2.5,1123.0,,,,,,132.2,,,6078.0,94.0,-94.0,4.5,0.3,-0.3,0.96,0.61,-0.61,297.46457,48.088001,14.455
128,786,10749128,K01639.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,125.0038,0.0066,-0.0066,240.348,0.017,-0.017,0.11,0.63,-0.63,6.6447,,,183,,,1.4,0.6,-0.6,395.0,,,,,,8.8,,,6266.0,88.0,-88.0,4.45,0.3,-0.3,1.04,0.42,-0.42,297.90045,48.0947,13.538
129,788,10813841,K01640.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.168482,6.7e-05,-6.7e-05,132.5412,0.0083,-0.0083,0.67,0.92,-0.92,1.8572,,,229,,,1.29,0.73,-0.73,885.0,,,,,,8.7,,,5883.0,200.0,-200.0,4.67,0.3,-0.3,0.78,0.3,-0.3,297.66211,48.115898,15.406
130,790,10879656,K01642.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.3648612,1.2e-06,-1.2e-06,132.0693,0.0014,-0.0014,0.14,0.7,-0.7,1.6677,,,124,,,0.95,0.64,-0.64,2320.0,,,,,,28.8,,,5344.0,79.0,-79.0,4.46,0.3,-0.3,0.87,0.51,-0.51,298.39774,48.212318,14.823
131,799,6677256,K01243.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.1258091,9.4e-06,-9.4e-06,356.413,0.0016,-0.0016,0.23,0.69,-0.69,1.9158,,,240,,,1.81,0.74,-0.74,1400.0,,,,,,33.3,,,6120.0,200.0,-200.0,4.34,0.3,-0.3,1.18,0.3,-0.3,287.14944,42.105209,14.521
132,801,6692833,K01244.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,10.80491,0.00013,-0.00013,134.0944,0.0045,-0.0045,0.14,0.63,-0.63,2.9164,,,291,,,1.63,0.61,-0.61,839.0,,,,,,29.5,,,6069.0,92.0,-92.0,4.5,0.3,-0.3,0.96,0.35,-0.35,292.23724,42.154289,14.503
133,809,6880531,K01372.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,69.6275,0.0043,-0.0043,176.31,0.02,-0.02,0.828,0.1,-0.1,11.0708,,,436,,,2.2,1.2,-1.2,443.0,,,,,,9.6,,,6002.0,122.0,-122.0,4.51,0.3,-0.3,0.94,0.51,-0.51,296.3999,42.3871,15.384
134,810,6863839,K01373.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.9263586,5.8e-06,-5.8e-06,133.6774,0.0019,-0.0019,0.16,0.73,-0.73,2.5499,,,184,,,1.3,0.77,-0.77,1523.0,,,,,,36.9,,,6117.0,98.0,-98.0,4.48,0.3,-0.3,0.99,0.46,-0.46,292.05478,42.33025,14.618
135,811,7296086,K01374.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.8907361,1.4e-06,-1.4e-06,134.56614,0.00089,-0.00089,0.63,0.64,-0.64,1.3064,,,222,,,1.76,0.88,-0.88,1998.0,,,,,,46.7,,,5601.0,106.0,-106.0,4.29,0.3,-0.3,1.11,0.36,-0.36,295.78595,42.84428,14.624
136,812,5652237,K00164.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.4645483,9.4e-06,-9.4e-06,132.3151,0.0015,-0.0015,0.03,0.12,-0.12,3.0312,,,265,,,3.2,1.7,-1.7,1601.0,,,,,,57.1,,,6098.0,126.0,-126.0,3.91,0.3,-0.3,2.02,0.5,-0.5,299.54376,40.86026,13.51
137,814,6774826,K01376.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.138906,6e-05,-6e-05,184.2479,0.0027,-0.0027,0.01,0.98,-0.98,2.8558,,,327,,,2.49,,,1337.0,,,,,,41.8,,,7211.0,,,4.29,,,1.502,,,291.01358,42.283134,13.997
138,817,7375795,K01378.02,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.383324,2.4e-05,-2.4e-05,135.95,0.004,-0.004,0.64,0.14,-0.14,1.9427,,,47,,,0.6,,,1433.0,,,,,,20.3,,,5234.0,,,4.478,,,0.848,,,295.51068,42.930565,13.601
139,824,11955499,K01512.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,9.041798,7.3e-05,-7.3e-05,137.8672,0.0027,-0.0027,0.85,0.77,-0.77,2.2317,,,743,,,2.2,1.0,-1.0,673.0,,,,,,37.2,,,5119.0,91.0,-91.0,4.65,0.3,-0.3,0.7,0.19,-0.19,286.88751,50.377071,14.88
140,839,11391667,K01652.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.08373681,7e-08,-7e-08,134.13624,4e-05,-4e-05,0.91,0.1,-0.1,1.4942,,,8958,,,14.6,4.7,-4.7,1923.0,,,,,,346.8,,,5641.0,68.0,-68.0,4.23,0.3,-0.3,1.19,0.39,-0.39,285.30206,49.263451,12.923
141,840,11392017,K01653.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.4557139,9.8e-06,-9.8e-06,133.0291,0.0028,-0.0028,1.01,0.61,-0.61,2.36,,,289,,,11.5,5.8,-5.8,1868.0,,,,,,32.6,,,5216.0,74.0,-74.0,3.72,0.3,-0.3,2.5,0.4,-0.4,285.53549,49.298439,13.39
142,843,8488878,K01248.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.8018767,2.6e-06,-2.6e-06,357.45306,0.00026,-0.00026,0.781,0.1,-0.1,3.6082,,,41498,,,17.1,7.2,-7.2,834.0,,,,,,1487.9,,,5613.0,200.0,-200.0,4.73,0.3,-0.3,0.71,0.3,-0.3,289.40573,44.516941,15.359
143,844,8560285,K01249.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,85.34088,0.00019,-0.00019,386.21109,0.0004,-0.0004,0.864,0.1,-0.1,10.5934,,,43580,,,22.3,8.0,-8.0,374.0,,,,,,1377.7,,,5745.0,200.0,-200.0,4.61,0.3,-0.3,0.84,0.3,-0.3,291.90237,44.683731,15.252
144,845,8620565,K01250.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.7820455,2.2e-07,-2.2e-07,134.02072,0.00018,-0.00018,1.0,0.36,-0.36,1.4911,,,15962,,,24.0,14.0,-14.0,2070.0,,,,,,283.6,,,6098.0,106.0,-106.0,4.46,0.3,-0.3,1.01,0.58,-0.58,290.26767,44.712849,14.912
145,857,7025526,K01380.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.0741081,1.3e-06,-1.3e-06,133.84115,0.00065,-0.00065,0.2,0.79,-0.79,1.8018,,,77,,,0.58,0.38,-0.38,1308.0,,,,,,69.7,,,4830.0,61.0,-61.0,4.62,0.3,-0.3,0.68,0.37,-0.37,289.24817,42.565559,11.748
146,859,9446824,K01382.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,4.20233592,3.6e-07,-3.6e-07,179.53331,6e-05,-6e-05,0.0289,0.1,-0.1,3.7885,,,52561,,,24.0,11.0,-11.0,1239.0,,,,,,2323.8,,,6151.0,148.0,-148.0,4.39,0.3,-0.3,1.08,0.48,-0.48,282.18439,46.006859,15.653
147,876,9850893,K01523.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,8.48152,0.00022,-0.00022,135.8044,0.0088,-0.0088,0.89,0.1,-0.1,6.0311,,,215,,,1.4,1.3,-1.3,771.0,,,,,,29.0,,,5264.0,103.0,-103.0,4.5,0.3,-0.3,0.83,0.73,-0.73,298.73007,46.688671,14.673
148,878,11455491,K00178.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,6.142826,2.5e-05,-2.5e-05,135.1622,0.0029,-0.0029,0.029,0.1,-0.1,4.718,,,137,,,1.32,0.59,-0.59,1156.0,,,,,,42.8,,,6494.0,84.0,-84.0,4.4,0.3,-0.3,1.14,0.31,-0.31,292.03149,49.388618,13.45
149,879,5527172,K01678.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.1839629,5.2e-07,-5.2e-07,132.86443,0.00011,-0.00011,0.672,0.1,-0.1,3.3637,,,39330,,,19.3,6.5,-6.5,1135.0,,,,,,1241.8,,,5640.0,200.0,-200.0,4.55,0.3,-0.3,0.9,0.3,-0.3,289.81805,40.723919,12.678
150,881,5529643,K01679.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.7597663,1.8e-06,-1.8e-06,131.7917,0.0015,-0.0015,0.028,0.1,-0.1,3.4617,,,434,,,2.0,1.3,-1.3,2073.0,,,,,,70.7,,,6158.0,138.0,-138.0,4.48,0.3,-0.3,0.99,0.4,-0.4,290.51105,40.708569,15.932
